order_id,item,category,quantity,price
52546,Filter coffee,Chai & coffee,1,40
52546,Idli,Breakfast,2,50
52547,Jalebi,Sweets,3,40
52547,Masala dosa,Breakfast,2,90
52547,Filter coffee,Chai & coffee,3,40
52548,Filter coffee,Chai & coffee,1,40
52549,Sandwich,Snacks,1,70
52549,Masala dosa,Breakfast,1,90
52550,Upma,Breakfast,1,60
52551,Upma,Breakfast,2,60
52551,Filter coffee,Chai & coffee,2,40
52552,Vada pav,Snacks,1,30
52552,Cold coffee,Chai & coffee,1,90
52553,Orange juice,Juice,1,70
52553,Masala dosa,Breakfast,1,90
52554,Pesarattu,Breakfast,1,80
52555,Sandwich,Snacks,1,70
52555,Pesarattu,Breakfast,1,80
52556,Poha,Breakfast,1,60
52557,Pesarattu,Breakfast,1,80
52557,Misal pav,Breakfast,2,90
52558,Jalebi,Sweets,2,40
52558,Pesarattu,Breakfast,2,80
52558,Orange juice,Juice,2,70
52559,Idli,Breakfast,1,50
52560,Cold coffee,Chai & coffee,1,90
52560,Misal pav,Breakfast,1,90
52561,Cold coffee,Chai & coffee,2,90
52561,Pesarattu,Breakfast,1,80
52562,Vada pav,Snacks,1,30
52563,Masala chai,Chai & coffee,3,30
52564,Masala dosa,Breakfast,2,90
52565,Cold coffee,Chai & coffee,3,90
52565,Vada pav,Snacks,1,30
52566,Poha,Breakfast,2,60
52567,Masala dosa,Breakfast,1,90
52568,Cold coffee,Chai & coffee,1,90
52568,Jalebi,Sweets,1,40
52569,Vada pav,Snacks,2,30
52569,Idli,Breakfast,1,50
52570,Misal pav,Breakfast,1,90
52571,Upma,Breakfast,1,60
52572,Jalebi,Sweets,2,40
52573,Orange juice,Juice,1,70
52573,Poha,Breakfast,1,60
52573,Jalebi,Sweets,1,40
52573,Pesarattu,Breakfast,1,80
52574,Masala dosa,Breakfast,1,90
52574,Poha,Breakfast,1,60
52574,Masala chai,Chai & coffee,1,30
52575,Upma,Breakfast,2,60
52575,Masala dosa,Breakfast,1,90
52575,Poha,Breakfast,1,60
52575,Filter coffee,Chai & coffee,1,40
52576,Masala dosa,Breakfast,1,90
52576,Poha,Breakfast,1,60
52576,Misal pav,Breakfast,1,90
52576,Jalebi,Sweets,1,40
52577,Misal pav,Breakfast,1,90
52577,Poha,Breakfast,1,60
52577,Cold coffee,Chai & coffee,1,90
52577,Masala dosa,Breakfast,1,90
52578,Filter coffee,Chai & coffee,1,40
52579,Masala chai,Chai & coffee,1,30
52580,Sandwich,Snacks,1,70
52580,Cold coffee,Chai & coffee,2,90
52580,Vada pav,Snacks,1,30
52581,Cold coffee,Chai & coffee,1,90
52581,Misal pav,Breakfast,1,90
52582,Filter coffee,Chai & coffee,1,40
52582,Poha,Breakfast,1,60
52583,Filter coffee,Chai & coffee,1,40
52583,Masala dosa,Breakfast,2,90
52584,Upma,Breakfast,1,60
52584,Pesarattu,Breakfast,3,80
52584,Masala dosa,Breakfast,3,90
52585,Upma,Breakfast,1,60
52585,Pesarattu,Breakfast,1,80
52586,Sandwich,Snacks,1,70
52587,Masala dosa,Breakfast,3,90
52587,Misal pav,Breakfast,1,90
52588,Orange juice,Juice,1,70
52588,Pesarattu,Breakfast,1,80
52588,Filter coffee,Chai & coffee,1,40
52589,Cold coffee,Chai & coffee,2,90
52589,Upma,Breakfast,2,60
52590,Cold coffee,Chai & coffee,1,90
52590,Sandwich,Snacks,1,70
52590,Pesarattu,Breakfast,1,80
52591,Pesarattu,Breakfast,1,80
52591,Masala chai,Chai & coffee,1,30
52592,Sandwich,Snacks,1,70
52592,Vada pav,Snacks,1,30
52593,Poha,Breakfast,1,60
52593,Masala chai,Chai & coffee,1,30
52593,Orange juice,Juice,2,70
52594,Masala chai,Chai & coffee,2,30
52594,Misal pav,Breakfast,1,90
52595,Jalebi,Sweets,1,40
52595,Upma,Breakfast,1,60
52595,Misal pav,Breakfast,1,90
52595,Pesarattu,Breakfast,2,80
52596,Masala chai,Chai & coffee,2,30
52596,Upma,Breakfast,1,60
52596,Pesarattu,Breakfast,1,80
52597,Pesarattu,Breakfast,2,80
52598,Cold coffee,Chai & coffee,1,90
52598,Pesarattu,Breakfast,1,80
52599,Pesarattu,Breakfast,1,80
52599,Poha,Breakfast,1,60
52599,Sandwich,Snacks,2,70
52600,Idli,Breakfast,1,50
52600,Filter coffee,Chai & coffee,1,40
52601,Idli,Breakfast,2,50
52602,Idli,Breakfast,1,50
52602,Orange juice,Juice,2,70
52602,Jalebi,Sweets,1,40
52603,Orange juice,Juice,1,70
52603,Idli,Breakfast,1,50
52603,Masala chai,Chai & coffee,1,30
52604,Filter coffee,Chai & coffee,1,40
52605,Filter coffee,Chai & coffee,1,40
52605,Sandwich,Snacks,1,70
52605,Vada pav,Snacks,3,30
52606,Upma,Breakfast,2,60
52606,Idli,Breakfast,1,50
52607,Idli,Breakfast,2,50
52607,Masala chai,Chai & coffee,1,30
52608,Masala chai,Chai & coffee,1,30
52609,Vada pav,Snacks,2,30
52610,Sandwich,Snacks,2,70
52610,Masala chai,Chai & coffee,2,30
52611,Vada pav,Snacks,2,30
52611,Misal pav,Breakfast,2,90
52612,Vada pav,Snacks,3,30
52613,Jalebi,Sweets,1,40
52614,Poha,Breakfast,1,60
52615,Masala dosa,Breakfast,1,90
52616,Vada pav,Snacks,3,30
52616,Masala dosa,Breakfast,2,90
52617,Orange juice,Juice,2,70
52618,Cold coffee,Chai & coffee,1,90
52618,Pesarattu,Breakfast,2,80
52619,Jalebi,Sweets,1,40
52619,Cold coffee,Chai & coffee,2,90
52620,Upma,Breakfast,1,60
52621,Vada pav,Snacks,1,30
52621,Cold coffee,Chai & coffee,1,90
52622,Misal pav,Breakfast,2,90
52623,Vada pav,Snacks,2,30
52624,Misal pav,Breakfast,1,90
52624,Vada pav,Snacks,1,30
52624,Masala chai,Chai & coffee,1,30
52625,Cold coffee,Chai & coffee,1,90
52625,Vada pav,Snacks,1,30
52625,Upma,Breakfast,1,60
52625,Pesarattu,Breakfast,1,80
52626,Sandwich,Snacks,1,70
52626,Misal pav,Breakfast,1,90
52626,Masala dosa,Breakfast,1,90
52627,Misal pav,Breakfast,1,90
52627,Orange juice,Juice,1,70
52627,Filter coffee,Chai & coffee,1,40
52628,Misal pav,Breakfast,1,90
52628,Jalebi,Sweets,1,40
52628,Poha,Breakfast,1,60
52628,Masala dosa,Breakfast,1,90
52629,Filter coffee,Chai & coffee,1,40
52629,Sandwich,Snacks,1,70
52629,Idli,Breakfast,1,50
52630,Vada pav,Snacks,1,30
52630,Misal pav,Breakfast,1,90
52630,Poha,Breakfast,1,60
52630,Masala dosa,Breakfast,1,90
52631,Pesarattu,Breakfast,1,80
52631,Orange juice,Juice,3,70
52632,Cold coffee,Chai & coffee,1,90
52633,Filter coffee,Chai & coffee,1,40
52633,Orange juice,Juice,2,70
52634,Filter coffee,Chai & coffee,1,40
52635,Cold coffee,Chai & coffee,2,90
52636,Orange juice,Juice,1,70
52637,Misal pav,Breakfast,2,90
52637,Masala dosa,Breakfast,1,90
52637,Masala chai,Chai & coffee,3,30
52638,Sandwich,Snacks,1,70
52638,Poha,Breakfast,1,60
52639,Sandwich,Snacks,1,70
52640,Masala dosa,Breakfast,2,90
52640,Filter coffee,Chai & coffee,1,40
52641,Filter coffee,Chai & coffee,1,40
52641,Masala chai,Chai & coffee,1,30
52641,Masala dosa,Breakfast,2,90
52642,Masala dosa,Breakfast,1,90
52642,Filter coffee,Chai & coffee,1,40
52642,Poha,Breakfast,3,60
52643,Jalebi,Sweets,1,40
52643,Upma,Breakfast,3,60
52643,Pesarattu,Breakfast,2,80
52644,Jalebi,Sweets,2,40
52645,Masala chai,Chai & coffee,3,30
52645,Masala dosa,Breakfast,1,90
52646,Masala chai,Chai & coffee,1,30
52646,Vada pav,Snacks,1,30
52646,Filter coffee,Chai & coffee,2,40
52647,Orange juice,Juice,1,70
52647,Filter coffee,Chai & coffee,1,40
52647,Idli,Breakfast,1,50
52648,Upma,Breakfast,1,60
52648,Misal pav,Breakfast,1,90
52648,Masala chai,Chai & coffee,1,30
52649,Filter coffee,Chai & coffee,1,40
52649,Upma,Breakfast,2,60
52650,Cold coffee,Chai & coffee,3,90
52651,Idli,Breakfast,1,50
52651,Masala chai,Chai & coffee,2,30
52652,Cold coffee,Chai & coffee,2,90
52653,Misal pav,Breakfast,3,90
52653,Vada pav,Snacks,2,30
52654,Masala chai,Chai & coffee,2,30
52655,Poha,Breakfast,2,60
52656,Masala dosa,Breakfast,2,90
52656,Cold coffee,Chai & coffee,2,90
52656,Orange juice,Juice,2,70
52657,Vada pav,Snacks,1,30
52658,Sandwich,Snacks,1,70
52658,Pesarattu,Breakfast,2,80
52659,Poha,Breakfast,3,60
52660,Jalebi,Sweets,2,40
52660,Masala chai,Chai & coffee,1,30
52660,Poha,Breakfast,1,60
52660,Upma,Breakfast,1,60
52661,Masala chai,Chai & coffee,1,30
52661,Jalebi,Sweets,1,40
52661,Misal pav,Breakfast,1,90
52661,Poha,Breakfast,1,60
52662,Sandwich,Snacks,1,70
52662,Pesarattu,Breakfast,1,80
52662,Orange juice,Juice,1,70
52662,Vada pav,Snacks,1,30
52663,Masala chai,Chai & coffee,1,30
52663,Misal pav,Breakfast,1,90
52663,Poha,Breakfast,1,60
52663,Masala dosa,Breakfast,1,90
52664,Poha,Breakfast,1,60
52664,Misal pav,Breakfast,1,90
52664,Idli,Breakfast,1,50
52664,Masala dosa,Breakfast,1,90
52664,Sandwich,Snacks,1,70
52665,Pesarattu,Breakfast,1,80
52666,Idli,Breakfast,1,50
52666,Filter coffee,Chai & coffee,3,40
52667,Idli,Breakfast,1,50
52667,Filter coffee,Chai & coffee,1,40
52667,Misal pav,Breakfast,1,90
52668,Masala dosa,Breakfast,1,90
52668,Orange juice,Juice,1,70
52669,Upma,Breakfast,1,60
52670,Idli,Breakfast,1,50
52670,Masala dosa,Breakfast,2,90
52670,Masala chai,Chai & coffee,1,30
52671,Cold coffee,Chai & coffee,1,90
52672,Upma,Breakfast,1,60
52673,Pesarattu,Breakfast,1,80
52674,Idli,Breakfast,2,50
52674,Filter coffee,Chai & coffee,1,40
52675,Pesarattu,Breakfast,2,80
52676,Misal pav,Breakfast,2,90
52677,Upma,Breakfast,1,60
52678,Cold coffee,Chai & coffee,1,90
52678,Vada pav,Snacks,3,30
52679,Pesarattu,Breakfast,3,80
52680,Cold coffee,Chai & coffee,1,90
52681,Upma,Breakfast,3,60
52681,Poha,Breakfast,2,60
52681,Masala dosa,Breakfast,2,90
52682,Masala dosa,Breakfast,2,90
52682,Upma,Breakfast,2,60
52682,Cold coffee,Chai & coffee,1,90
52683,Masala chai,Chai & coffee,1,30
52684,Masala chai,Chai & coffee,1,30
52685,Idli,Breakfast,1,50
52686,Cold coffee,Chai & coffee,2,90
52686,Orange juice,Juice,2,70
52687,Cold coffee,Chai & coffee,1,90
52688,Cold coffee,Chai & coffee,3,90
52688,Filter coffee,Chai & coffee,2,40
52689,Sandwich,Snacks,1,70
52689,Filter coffee,Chai & coffee,1,40
52689,Masala chai,Chai & coffee,1,30
52690,Orange juice,Juice,2,70
52690,Misal pav,Breakfast,1,90
52690,Idli,Breakfast,1,50
52690,Vada pav,Snacks,1,30
52691,Vada pav,Snacks,1,30
52691,Masala chai,Chai & coffee,1,30
52691,Misal pav,Breakfast,1,90
52691,Poha,Breakfast,1,60
52692,Filter coffee,Chai & coffee,1,40
52692,Pesarattu,Breakfast,1,80
52692,Masala dosa,Breakfast,1,90
52692,Orange juice,Juice,1,70
52692,Poha,Breakfast,1,60
52693,Filter coffee,Chai & coffee,1,40
52694,Cold coffee,Chai & coffee,1,90
52695,Masala chai,Chai & coffee,1,30
52696,Masala dosa,Breakfast,2,90
52697,Masala dosa,Breakfast,1,90
52697,Idli,Breakfast,2,50
52698,Jalebi,Sweets,1,40
52698,Idli,Breakfast,1,50
52698,Masala dosa,Breakfast,2,90
52699,Filter coffee,Chai & coffee,1,40
52699,Masala dosa,Breakfast,1,90
52700,Masala chai,Chai & coffee,3,30
52700,Masala dosa,Breakfast,2,90
52701,Masala dosa,Breakfast,2,90
52702,Masala chai,Chai & coffee,2,30
52702,Vada pav,Snacks,1,30
52703,Poha,Breakfast,2,60
52704,Misal pav,Breakfast,1,90
52704,Upma,Breakfast,1,60
52705,Sandwich,Snacks,1,70
52706,Pesarattu,Breakfast,2,80
52706,Cold coffee,Chai & coffee,1,90
52707,Masala dosa,Breakfast,1,90
52707,Pesarattu,Breakfast,1,80
52708,Filter coffee,Chai & coffee,1,40
52708,Idli,Breakfast,1,50
52709,Sandwich,Snacks,2,70
52709,Masala dosa,Breakfast,1,90
52710,Orange juice,Juice,2,70
52711,Vada pav,Snacks,3,30
52712,Idli,Breakfast,2,50
52712,Upma,Breakfast,2,60
52712,Poha,Breakfast,2,60
52713,Cold coffee,Chai & coffee,3,90
52714,Cold coffee,Chai & coffee,3,90
52714,Upma,Breakfast,2,60
52714,Poha,Breakfast,3,60
52715,Upma,Breakfast,1,60
52716,Filter coffee,Chai & coffee,2,40
52716,Misal pav,Breakfast,2,90
52717,Cold coffee,Chai & coffee,1,90
52718,Upma,Breakfast,3,60
52718,Pesarattu,Breakfast,2,80
52718,Cold coffee,Chai & coffee,1,90
52719,Misal pav,Breakfast,1,90
52720,Poha,Breakfast,1,60
52721,Misal pav,Breakfast,2,90
52721,Orange juice,Juice,2,70
52721,Masala chai,Chai & coffee,1,30
52722,Masala dosa,Breakfast,1,90
52722,Filter coffee,Chai & coffee,1,40
52722,Jalebi,Sweets,1,40
52722,Masala chai,Chai & coffee,1,30
52723,Upma,Breakfast,1,60
52723,Misal pav,Breakfast,1,90
52723,Cold coffee,Chai & coffee,1,90
52723,Masala dosa,Breakfast,1,90
52724,Upma,Breakfast,1,60
52724,Masala dosa,Breakfast,1,90
52724,Poha,Breakfast,1,60
52725,Poha,Breakfast,1,60
52725,Masala dosa,Breakfast,1,90
52725,Orange juice,Juice,1,70
52725,Misal pav,Breakfast,1,90
52726,Misal pav,Breakfast,1,90
52726,Sandwich,Snacks,1,70
52726,Idli,Breakfast,1,50
52726,Cold coffee,Chai & coffee,1,90
52726,Orange juice,Juice,1,70
52727,Idli,Breakfast,1,50
52727,Sandwich,Snacks,1,70
52727,Masala chai,Chai & coffee,1,30
52727,Vada pav,Snacks,1,30
52727,Masala dosa,Breakfast,1,90
52728,Orange juice,Juice,1,70
52728,Filter coffee,Chai & coffee,1,40
52728,Poha,Breakfast,1,60
52729,Masala chai,Chai & coffee,1,30
52729,Cold coffee,Chai & coffee,1,90
52729,Masala dosa,Breakfast,1,90
52730,Masala dosa,Breakfast,3,90
52730,Filter coffee,Chai & coffee,2,40
52731,Pesarattu,Breakfast,1,80
52731,Filter coffee,Chai & coffee,1,40
52732,Sandwich,Snacks,2,70
52732,Filter coffee,Chai & coffee,1,40
52732,Poha,Breakfast,1,60
52732,Masala chai,Chai & coffee,1,30
52733,Filter coffee,Chai & coffee,1,40
52733,Idli,Breakfast,3,50
52734,Jalebi,Sweets,2,40
52734,Orange juice,Juice,1,70
52734,Pesarattu,Breakfast,3,80
52735,Jalebi,Sweets,1,40
52735,Pesarattu,Breakfast,1,80
52736,Pesarattu,Breakfast,1,80
52736,Poha,Breakfast,1,60
52737,Vada pav,Snacks,2,30
52738,Pesarattu,Breakfast,1,80
52738,Poha,Breakfast,1,60
52739,Filter coffee,Chai & coffee,1,40
52739,Masala dosa,Breakfast,1,90
52740,Sandwich,Snacks,3,70
52740,Idli,Breakfast,1,50
52741,Masala chai,Chai & coffee,1,30
52742,Jalebi,Sweets,1,40
52743,Orange juice,Juice,3,70
52744,Vada pav,Snacks,2,30
52745,Vada pav,Snacks,2,30
52745,Masala chai,Chai & coffee,2,30
52746,Poha,Breakfast,1,60
52746,Filter coffee,Chai & coffee,2,40
52747,Jalebi,Sweets,2,40
52747,Vada pav,Snacks,2,30
52748,Orange juice,Juice,3,70
52749,Sandwich,Snacks,1,70
52749,Filter coffee,Chai & coffee,1,40
52749,Masala chai,Chai & coffee,3,30
52750,Vada pav,Snacks,2,30
52751,Poha,Breakfast,1,60
52752,Vada pav,Snacks,2,30
52752,Cold coffee,Chai & coffee,1,90
52752,Orange juice,Juice,2,70
52753,Jalebi,Sweets,2,40
52753,Vada pav,Snacks,2,30
52754,Poha,Breakfast,1,60
52755,Vada pav,Snacks,2,30
52755,Idli,Breakfast,2,50
52756,Pesarattu,Breakfast,2,80
52757,Jalebi,Sweets,1,40
52757,Vada pav,Snacks,1,30
52757,Idli,Breakfast,1,50
52757,Misal pav,Breakfast,1,90
52758,Misal pav,Breakfast,1,90
52758,Masala chai,Chai & coffee,1,30
52758,Sandwich,Snacks,2,70
52758,Idli,Breakfast,1,50
52759,Pesarattu,Breakfast,1,80
52759,Misal pav,Breakfast,1,90
52760,Misal pav,Breakfast,1,90
52760,Orange juice,Juice,1,70
52760,Masala chai,Chai & coffee,1,30
52760,Poha,Breakfast,2,60
52761,Filter coffee,Chai & coffee,2,40
52761,Idli,Breakfast,2,50
52761,Sandwich,Snacks,1,70
52762,Masala dosa,Breakfast,1,90
52762,Vada pav,Snacks,1,30
52762,Filter coffee,Chai & coffee,1,40
52763,Vada pav,Snacks,2,30
52763,Filter coffee,Chai & coffee,2,40
52764,Masala dosa,Breakfast,1,90
52765,Cold coffee,Chai & coffee,1,90
52765,Orange juice,Juice,2,70
52765,Sandwich,Snacks,1,70
52765,Pesarattu,Breakfast,1,80
52766,Sandwich,Snacks,1,70
52766,Pesarattu,Breakfast,2,80
52767,Cold coffee,Chai & coffee,1,90
52768,Poha,Breakfast,1,60
52769,Poha,Breakfast,1,60
52770,Cold coffee,Chai & coffee,1,90
52770,Idli,Breakfast,1,50
52770,Filter coffee,Chai & coffee,1,40
52771,Cold coffee,Chai & coffee,3,90
52772,Orange juice,Juice,1,70
52772,Cold coffee,Chai & coffee,1,90
52773,Poha,Breakfast,1,60
52774,Masala chai,Chai & coffee,2,30
52775,Upma,Breakfast,2,60
52775,Vada pav,Snacks,3,30
52776,Cold coffee,Chai & coffee,2,90
52777,Misal pav,Breakfast,2,90
52778,Jalebi,Sweets,1,40
52779,Cold coffee,Chai & coffee,3,90
52780,Filter coffee,Chai & coffee,1,40
52781,Misal pav,Breakfast,1,90
52781,Masala chai,Chai & coffee,1,30
52781,Poha,Breakfast,1,60
52781,Upma,Breakfast,1,60
52782,Orange juice,Juice,1,70
52782,Masala chai,Chai & coffee,1,30
52782,Filter coffee,Chai & coffee,1,40
52782,Misal pav,Breakfast,1,90
52783,Upma,Breakfast,1,60
52783,Idli,Breakfast,1,50
52783,Masala dosa,Breakfast,1,90
52783,Misal pav,Breakfast,1,90
52784,Orange juice,Juice,1,70
52784,Misal pav,Breakfast,1,90
52784,Pesarattu,Breakfast,1,80
52784,Poha,Breakfast,1,60
52785,Poha,Breakfast,1,60
52785,Misal pav,Breakfast,1,90
52785,Masala chai,Chai & coffee,1,30
52786,Masala dosa,Breakfast,1,90
52786,Orange juice,Juice,1,70
52787,Masala chai,Chai & coffee,1,30
52787,Sandwich,Snacks,2,70
52788,Pesarattu,Breakfast,1,80
52788,Vada pav,Snacks,1,30
52788,Filter coffee,Chai & coffee,1,40
52789,Poha,Breakfast,1,60
52790,Idli,Breakfast,1,50
52790,Masala dosa,Breakfast,2,90
52791,Idli,Breakfast,2,50
52791,Upma,Breakfast,3,60
52791,Pesarattu,Breakfast,3,80
52792,Filter coffee,Chai & coffee,2,40
52792,Cold coffee,Chai & coffee,3,90
52793,Sandwich,Snacks,1,70
52793,Upma,Breakfast,3,60
52793,Masala chai,Chai & coffee,1,30
52794,Filter coffee,Chai & coffee,1,40
52795,Cold coffee,Chai & coffee,1,90
52796,Cold coffee,Chai & coffee,2,90
52797,Jalebi,Sweets,2,40
52797,Upma,Breakfast,2,60
52798,Idli,Breakfast,1,50
52798,Orange juice,Juice,1,70
52799,Sandwich,Snacks,1,70
52799,Filter coffee,Chai & coffee,2,40
52800,Misal pav,Breakfast,1,90
52801,Filter coffee,Chai & coffee,1,40
52801,Cold coffee,Chai & coffee,2,90
52802,Idli,Breakfast,1,50
52803,Cold coffee,Chai & coffee,2,90
52804,Idli,Breakfast,2,50
52805,Cold coffee,Chai & coffee,2,90
52806,Cold coffee,Chai & coffee,2,90
52807,Poha,Breakfast,2,60
52807,Cold coffee,Chai & coffee,1,90
52808,Pesarattu,Breakfast,2,80
52809,Cold coffee,Chai & coffee,2,90
52809,Orange juice,Juice,2,70
52810,Cold coffee,Chai & coffee,1,90
52811,Cold coffee,Chai & coffee,3,90
52812,Masala chai,Chai & coffee,3,30
52813,Cold coffee,Chai & coffee,1,90
52813,Poha,Breakfast,2,60
52814,Cold coffee,Chai & coffee,1,90
52815,Poha,Breakfast,1,60
52815,Idli,Breakfast,2,50
52816,Idli,Breakfast,2,50
52817,Vada pav,Snacks,1,30
52818,Poha,Breakfast,1,60
52818,Misal pav,Breakfast,1,90
52819,Filter coffee,Chai & coffee,1,40
52819,Misal pav,Breakfast,1,90
52819,Poha,Breakfast,1,60
52819,Masala dosa,Breakfast,1,90
52820,Misal pav,Breakfast,1,90
52820,Orange juice,Juice,1,70
52820,Idli,Breakfast,1,50
52820,Masala dosa,Breakfast,1,90
52821,Sandwich,Snacks,1,70
52821,Misal pav,Breakfast,1,90
52821,Upma,Breakfast,1,60
52821,Jalebi,Sweets,1,40
52821,Idli,Breakfast,1,50
52822,Jalebi,Sweets,1,40
52822,Cold coffee,Chai & coffee,1,90
52822,Vada pav,Snacks,1,30
52822,Misal pav,Breakfast,2,90
52823,Vada pav,Snacks,1,30
52823,Sandwich,Snacks,1,70
52823,Poha,Breakfast,1,60
52823,Pesarattu,Breakfast,1,80
52824,Filter coffee,Chai & coffee,1,40
52824,Idli,Breakfast,1,50
52824,Masala chai,Chai & coffee,1,30
52825,Filter coffee,Chai & coffee,1,40
52825,Misal pav,Breakfast,1,90
52825,Masala chai,Chai & coffee,1,30
52825,Masala dosa,Breakfast,1,90
52825,Poha,Breakfast,1,60
52826,Vada pav,Snacks,1,30
52826,Masala chai,Chai & coffee,1,30
52826,Misal pav,Breakfast,2,90
52827,Misal pav,Breakfast,1,90
52827,Vada pav,Snacks,1,30
52827,Masala dosa,Breakfast,1,90
52827,Filter coffee,Chai & coffee,1,40
52827,Jalebi,Sweets,2,40
52828,Upma,Breakfast,1,60
52828,Pesarattu,Breakfast,1,80
52828,Poha,Breakfast,1,60
52829,Poha,Breakfast,1,60
52829,Misal pav,Breakfast,1,90
52830,Upma,Breakfast,1,60
52831,Poha,Breakfast,2,60
52832,Upma,Breakfast,1,60
52833,Filter coffee,Chai & coffee,1,40
52834,Pesarattu,Breakfast,1,80
52835,Idli,Breakfast,1,50
52836,Pesarattu,Breakfast,3,80
52836,Upma,Breakfast,1,60
52837,Filter coffee,Chai & coffee,2,40
52838,Filter coffee,Chai & coffee,1,40
52838,Masala dosa,Breakfast,1,90
52839,Filter coffee,Chai & coffee,2,40
52839,Jalebi,Sweets,2,40
52839,Orange juice,Juice,2,70
52840,Upma,Breakfast,3,60
52840,Jalebi,Sweets,1,40
52841,Vada pav,Snacks,2,30
52842,Misal pav,Breakfast,2,90
52843,Masala dosa,Breakfast,1,90
52843,Poha,Breakfast,3,60
52844,Sandwich,Snacks,3,70
52845,Vada pav,Snacks,2,30
52846,Misal pav,Breakfast,2,90
52846,Orange juice,Juice,2,70
52847,Pesarattu,Breakfast,2,80
52848,Vada pav,Snacks,2,30
52849,Poha,Breakfast,1,60
52850,Idli,Breakfast,1,50
52851,Filter coffee,Chai & coffee,1,40
52851,Poha,Breakfast,1,60
52851,Upma,Breakfast,1,60
52852,Misal pav,Breakfast,1,90
52852,Poha,Breakfast,1,60
52852,Masala chai,Chai & coffee,1,30
52852,Pesarattu,Breakfast,2,80
52853,Misal pav,Breakfast,1,90
52853,Masala chai,Chai & coffee,1,30
52853,Idli,Breakfast,1,50
52853,Poha,Breakfast,1,60
52853,Masala dosa,Breakfast,1,90
52854,Upma,Breakfast,2,60
52854,Masala chai,Chai & coffee,1,30
52854,Misal pav,Breakfast,1,90
52854,Pesarattu,Breakfast,1,80
52855,Filter coffee,Chai & coffee,1,40
52855,Orange juice,Juice,1,70
52855,Sandwich,Snacks,1,70
52856,Poha,Breakfast,2,60
52856,Misal pav,Breakfast,1,90
52856,Filter coffee,Chai & coffee,1,40
52856,Sandwich,Snacks,1,70
52856,Masala chai,Chai & coffee,1,30
52857,Cold coffee,Chai & coffee,1,90
52857,Vada pav,Snacks,1,30
52858,Poha,Breakfast,1,60
52858,Misal pav,Breakfast,1,90
52858,Cold coffee,Chai & coffee,1,90
52858,Masala chai,Chai & coffee,2,30
52859,Upma,Breakfast,2,60
52859,Poha,Breakfast,1,60
52859,Misal pav,Breakfast,1,90
52859,Masala chai,Chai & coffee,1,30
52859,Idli,Breakfast,1,50
52860,Idli,Breakfast,1,50
52860,Filter coffee,Chai & coffee,1,40
52861,Cold coffee,Chai & coffee,1,90
52861,Poha,Breakfast,2,60
52861,Masala dosa,Breakfast,2,90
52862,Idli,Breakfast,2,50
52862,Poha,Breakfast,1,60
52863,Idli,Breakfast,1,50
52863,Pesarattu,Breakfast,1,80
52864,Sandwich,Snacks,1,70
52865,Orange juice,Juice,2,70
52866,Upma,Breakfast,2,60
52867,Pesarattu,Breakfast,2,80
52868,Misal pav,Breakfast,1,90
52869,Upma,Breakfast,2,60
52870,Cold coffee,Chai & coffee,2,90
52871,Pesarattu,Breakfast,1,80
52872,Pesarattu,Breakfast,1,80
52873,Jalebi,Sweets,2,40
52874,Filter coffee,Chai & coffee,1,40
52874,Idli,Breakfast,1,50
52875,Sandwich,Snacks,1,70
52876,Cold coffee,Chai & coffee,2,90
52876,Idli,Breakfast,3,50
52877,Poha,Breakfast,2,60
52878,Masala dosa,Breakfast,2,90
52879,Orange juice,Juice,2,70
52880,Cold coffee,Chai & coffee,2,90
52881,Sandwich,Snacks,2,70
52882,Idli,Breakfast,1,50
52882,Pesarattu,Breakfast,1,80
52882,Sandwich,Snacks,1,70
52882,Jalebi,Sweets,1,40
52882,Masala dosa,Breakfast,1,90
52883,Sandwich,Snacks,1,70
52883,Jalebi,Sweets,1,40
52883,Upma,Breakfast,1,60
52883,Poha,Breakfast,1,60
52884,Misal pav,Breakfast,1,90
52884,Pesarattu,Breakfast,1,80
52884,Poha,Breakfast,1,60
52884,Cold coffee,Chai & coffee,1,90
52884,Upma,Breakfast,1,60
52885,Idli,Breakfast,1,50
52885,Vada pav,Snacks,1,30
52885,Masala dosa,Breakfast,1,90
52886,Upma,Breakfast,1,60
52886,Pesarattu,Breakfast,1,80
52887,Upma,Breakfast,1,60
52887,Cold coffee,Chai & coffee,1,90
52887,Sandwich,Snacks,1,70
52887,Jalebi,Sweets,2,40
52888,Misal pav,Breakfast,1,90
52888,Idli,Breakfast,1,50
52888,Filter coffee,Chai & coffee,1,40
52888,Vada pav,Snacks,1,30
52889,Misal pav,Breakfast,1,90
52889,Jalebi,Sweets,1,40
52889,Cold coffee,Chai & coffee,1,90
52890,Misal pav,Breakfast,1,90
52890,Cold coffee,Chai & coffee,1,90
52890,Masala chai,Chai & coffee,1,30
52891,Misal pav,Breakfast,1,90
52892,Cold coffee,Chai & coffee,2,90
52892,Orange juice,Juice,1,70
52892,Sandwich,Snacks,1,70
52892,Filter coffee,Chai & coffee,3,40
52893,Masala dosa,Breakfast,1,90
52894,Masala dosa,Breakfast,2,90
52894,Cold coffee,Chai & coffee,2,90
52895,Orange juice,Juice,1,70
52896,Cold coffee,Chai & coffee,2,90
52896,Pesarattu,Breakfast,2,80
52897,Upma,Breakfast,1,60
52897,Pesarattu,Breakfast,2,80
52897,Poha,Breakfast,1,60
